Id,Churn
0,0.06222101286497951
1,0.6238912056732154
2,0.6758956743979249
3,0.03303545343935058
4,0.025493024951774287
5,0.14029582362161902
6,0.3223903788526567
7,0.2624657208194107
8,0.05562034160239798
9,0.2808459843502758
10,0.2426880954677733
11,0.17951383763894935
12,0.26634125589896057
13,0.1418781294795703
14,0.03160166457315526
15,0.04742838408350238
16,0.17186492358400676
17,0.271813624563576
18,0.05169919298994721
19,0.03381964202169098
20,0.18082612045757632
21,0.038064264498929024
22,0.7553616764133518
23,0.46399343986715
24,0.13903188640225358
25,0.44072930528561916
26,0.17102071650631087
27,0.03890941098331543
28,0.0608933388589592
29,0.025493024951774287
30,0.5619588989888963
31,0.29941964915375735
32,0.7317364948743985
33,0.4929043490871241
34,0.0762402141980616
35,0.04573918914707676
36,0.4585579082564084
37,0.07687931926513239
38,0.14310222614139934
39,0.05956395235829487
40,0.282023687732926
41,0.5931154046362149
42,0.46450906383241597
43,0.26961932077343237
44,0.32989216133686095
45,0.29665140604692813
46,0.22691286430885482
47,0.148551653896625
48,0.25961330446509573
49,0.2852738367789968
50,0.36068217379759265
51,0.7081651234882183
52,0.2164603258827696
53,0.10031001013926563
54,0.44170313127911964
55,0.02801612567301458
56,0.03310410788777921
57,0.6758377992385318
58,0.5669693388912368
59,0.32222111950627996
60,0.04190003410663946
61,0.5926935049782607
62,0.19193384064506444
63,0.21797681147250367
64,0.7358520483776064
65,0.027212031831402778
66,0.17591497271739884
67,0.4966024099905723
68,0.036838895222820967
69,0.5702876220625486
70,0.5885434718651948
71,0.6573466195341137
72,0.07670686920469715
73,0.5356561489774818
74,0.8528321908918834
75,0.04141389685309155
76,0.1458655808247621
77,0.05210658622880801
78,0.1374140789311622
79,0.032269366585139535
80,0.5092365388856267
81,0.7144658891115614
82,0.7537772316151862
83,0.1942756751741247
84,0.27272663481786047
85,0.07460265423066423
86,0.07237786146713045
87,0.2490504029016659
88,0.27724565287757047
89,0.27272663481786047
90,0.15236233128908702
91,0.09882344523549928
92,0.83277712792675
93,0.7719146169481867
94,0.025598280688880516
95,0.045270898548410834
96,0.10375019737003068
97,0.7432103998968869
98,0.2400158665978421
99,0.5973295260970699
100,0.03647238983604422
101,0.8217827766476047
102,0.02614316529369399
103,0.49262883939220087
104,0.024527545961662
105,0.8005774844627418
106,0.20654528396222055
107,0.15778173133444487
108,0.031547716302440125
109,0.20788415450192216
110,0.130100831649321
111,0.0847610577847999
112,0.47685305496230057
113,0.30965532219741215
114,0.02771992264287688
115,0.7857657416350852
116,0.03792585354140508
117,0.02625103302460235
118,0.04010968996115718
119,0.781484980506839
120,0.12019636413170813
121,0.06675036964027227
122,0.3132963137382578
123,0.3157132521105948
124,0.16579054763545403
125,0.2363270198152089
126,0.7062968612166203
127,0.299545095553243
128,0.2241978829156632
129,0.1894065701094136
130,0.13211876714261883
131,0.047670534773776536
132,0.026965622006989064
133,0.05796665074598168
134,0.2917643840780707
135,0.061522803049669596
136,0.0675834129171708
137,0.027494717851213372
138,0.0691981498271482
139,0.09363513447517631
140,0.03239599865243565
141,0.03332898781368735
142,0.10164478813675289
143,0.1335876359460554
144,0.3052668653694628
145,0.11722164553047827
146,0.30191435551465684
147,0.028248720073288963
148,0.026342448058947723
149,0.7150212114341975
150,0.058459563113746504
151,0.5525064749290444
152,0.4328539436633823
153,0.03258689139749117
154,0.3471383938495362
155,0.7943973662681366
156,0.04340003851547549
