Id,Churn
0,0.03706228373229376
1,0.7358221966761781
2,0.6827516665045642
3,0.005591398112944107
4,0.001188279516981302
5,0.13528366963083502
6,0.5400814370964057
7,0.30149904974213615
8,0.07452439350819488
9,0.4543804483759261
10,0.22271819765209272
11,0.17637996735179626
12,0.3912990569151261
13,0.10632791715665484
14,0.0285200880893869
15,0.011118362641332449
16,0.21128815777200355
17,0.36810255913987283
18,0.04796456402430356
19,0.007662025782038396
20,0.20385251117475778
21,0.008480415149731767
22,0.7391000738815395
23,0.4821665497179936
24,0.09937396937511618
25,0.3410766385575313
26,0.14695792315326756
27,0.02402152104493559
28,0.022315660604862026
29,0.0011461056813021763
30,0.48698969290480015
31,0.49984464618780833
32,0.7189698496840496
33,0.6737228655418661
34,0.0718376729764148
35,0.010904206556220184
36,0.422561888557437
37,0.0675142503683375
38,0.12076992842721532
39,0.03823377062444702
40,0.37685003886036517
41,0.5614565052319043
42,0.402228388513056
43,0.24960237675723213
44,0.4229033616321912
45,0.3685467226211345
46,0.13867426676032568
47,0.14388211243836968
48,0.19362087908636885
49,0.1605680179915063
50,0.3559681070539277
51,0.7355753090875126
52,0.31656392650593806
53,0.12859168306446353
54,0.41774825427461265
55,0.004657203924513787
56,0.013366713404113632
57,0.5911069590467568
58,0.679007579929125
59,0.2601232679167084
60,0.02640669769029561
61,0.5626907522537671
62,0.1903871849436754
63,0.09922048518230188
64,0.7485164224979032
65,0.009989384907759991
66,0.27103367773204246
67,0.46035651535315725
68,0.008947050824199252
69,0.5102721348026508
70,0.5333882590741552
71,0.535741643442143
72,0.053775994457493266
73,0.5820134289174953
74,0.7638314259480468
75,0.03150646422314603
76,0.14125805781873269
77,0.09790747512316351
78,0.08351821492301736
79,0.004778405173813984
80,0.45606831218101285
81,0.6841518400127028
82,0.7770977767278126
83,0.2085123339878911
84,0.18405967519094196
85,0.03606355009502585
86,0.060020040457108834
87,0.43897049813298383
88,0.34776025193807764
89,0.18405967519094196
90,0.14684770351575327
91,0.23785513407816974
92,0.7222090818593055
93,0.8129280812900697
94,0.0011571827544086207
95,0.02318731616932947
96,0.19918655860343926
97,0.5137176709633517
98,0.2970736290573531
99,0.659836188108434
100,0.015782189528877652
101,0.7207308556306151
102,0.0013742611113010215
103,0.6682331172982071
104,0.0017912028910265973
105,0.6669697832625258
106,0.20013437125034697
107,0.09845273696097656
108,0.005981928888418022
109,0.26509710980503787
110,0.12438097578001361
111,0.08188481646093833
112,0.42806770777008074
113,0.33908846802691495
114,0.002333857141558118
115,0.7745795549072781
116,0.022686528651036385
117,0.0014162533318964703
118,0.05688514968584229
119,0.5745081593290886
120,0.12134441113267203
121,0.030506636744877753
122,0.2664056059942737
123,0.35758830532955965
124,0.3395083724965071
125,0.32810691922294993
126,0.6888429362975507
127,0.2533031692143565
128,0.16905173237719975
129,0.1546995676581079
130,0.11029662118591058
131,0.02953780016639692
132,0.0018089987350705253
133,0.03661539315895292
134,0.3144145117048346
135,0.03767184109594981
136,0.022773513022901946
137,0.0033418147009051796
138,0.04667916396177055
139,0.22582890569512407
